DATE,gold_close,gold_open,gold_high,gold_low,gold_change_pct,gpr_index,gpr_action,gpr_threat,log_price_change,open_close_diff
2000-07-04,286.75,287.8,286.75,286.75,-0.4,67.83,90.17,43.87,-0.004002441608650043,-0.0999999999999659
2000-07-05,284.15,286.85,284.15,284.15,-0.91,77.94,51.80,97.22,-0.009108488266349602,0.10000000000002274
2000-07-06,283.5,283.85,283.5,283.5,-0.23,73.67,48.96,81.68,-0.002290144575323651,-0.2999999999999545
2000-07-07,283.65,283.6,283.65,283.65,0.05,66.60,63.51,77.05,0.0005289606047692815,0.10000000000002274
2000-07-10,283.95,283.6,283.95,283.95,0.11,64.32,57.00,77.26,0.0010570825508654839,-0.049999999999954525
2000-07-11,282.5,284.05,282.5,282.5,-0.51,45.60,32.47,48.75,-0.005119615736945853,0.10000000000002274
2000-07-12,280.75,282.65,280.75,280.75,-0.62,34.06,33.96,33.04,-0.006213956967943037,0.14999999999997726
2000-07-13,280.25,280.65,280.25,280.25,-0.18,62.34,28.25,80.11,-0.0017825316662833017,-0.10000000000002274
2000-07-14,281.35,280.55,281.35,281.35,0.39,64.84,28.11,84.39,0.00391738392701882,0.30000000000001137
2000-07-17,283.55,281.15,283.55,283.55,0.78,56.75,56.57,53.08,0.007789028580748897,-0.20000000000004547
2000-07-18,282.65,283.55,282.65,282.65,-0.32,31.97,25.50,31.91,-0.003179091338737315,0.0
2000-07-19,279.15,282.6,279.15,279.15,-1.24,63.04,22.85,95.31,-0.012460111364930311,-0.049999999999954525
2000-07-20,280.25,279.05,280.25,280.25,0.39,65.57,31.38,91.6,0.0039327901959000005,-0.0999999999999659
2000-07-21,280.35,280.5,280.35,280.35,0.04,22.83,17.07,28.47,0.000356760617412212,0.25
2000-07-24,279.25,280.05,279.25,279.25,-0.39,57.74,43.17,60.01,-0.0039313846203715,-0.30000000000001137
2000-07-25,279.15,279.25,279.15,279.15,-0.04,50.43,87.98,26.21,-0.0003581661929407237,0.0
2000-07-26,279.75,279.3,279.75,279.75,0.21,39.00,33.33,37.07,0.002147075435665208,0.1500000000000341
2000-07-27,278.5,279.95,278.5,278.5,-0.45,74.02,57.98,79.14,-0.004478287824695867,0.19999999999998863
2000-07-28,278.4,278.55,278.4,278.4,-0.04,38.83,23.82,49.68,-0.0003591309070741944,0.05000000000001137
2000-07-31,277.25,278.15,277.25,277.25,-0.41,47.80,36.65,55.03,-0.004139302229788068,-0.25
2000-08-01,277.35,277.55,277.35,277.35,0.04,55.65,58.74,54.44,0.0003606202707673035,0.30000000000001137
2000-08-02,277.55,277.5,277.55,277.55,0.07,55.11,40.48,62.71,0.0007208506349267064,0.14999999999997726
2000-08-03,274.0,277.4,274.0,274.0,-1.28,45.49,73.70,23.64,-0.012872990748100164,-0.1500000000000341
2000-08-04,273.25,274.05,273.25,273.25,-0.27,55.80,40.99,73.26,-0.0027409793314222934,0.05000000000001137
2000-08-07,273.75,272.75,273.75,273.75,0.18,35.53,23.62,39.4,0.0018281540740626235,-0.5
2000-08-08,273.25,273.85,273.25,273.25,-0.18,73.07,62.44,86.8,-0.0018281540740625898,0.10000000000002274
2000-08-09,272.85,273.75,272.85,272.85,-0.15,59.21,80.77,36.28,-0.0014649334244069149,0.5
2000-08-10,272.75,272.25,272.75,272.75,-0.04,56.88,59.40,54.05,-0.0003665689190608564,-0.6000000000000227
2000-08-11,275.15,272.7,275.15,275.15,0.88,38.31,29.38,39.21,0.008760778792587458,-0.05000000000001137
2000-08-14,274.75,275.1,274.75,274.75,-0.15,41.76,48.56,52.08,-0.0014548102220369504,-0.049999999999954525
2000-08-15,274.65,274.75,274.65,274.65,-0.04,67.06,66.85,61.34,-0.00036403349510138186,0.0
2000-08-16,277.2,274.7,277.2,277.2,0.93,57.11,45.55,61.74,0.009241707527118745,0.05000000000001137
2000-08-17,277.6,277.75,277.6,277.6,0.14,39.47,41.97,43.76,0.0014419613169014058,0.5500000000000114
2000-08-18,276.65,277.35,276.65,276.65,-0.34,32.45,21.57,40.47,-0.0034280592885308652,-0.25
2000-08-21,275.25,276.7,275.25,275.25,-0.51,46.71,7.16,71.7,-0.0050733937413292955,0.05000000000001137
2000-08-22,273.75,274.25,273.75,273.75,-0.54,46.96,14.41,66.08,-0.0054644944720787375,-1.0
2000-08-23,271.25,273.55,271.25,271.25,-0.91,45.92,30.52,56.01,-0.00917437627604127,-0.19999999999998863
2000-08-24,272.95,270.25,272.95,272.95,0.63,45.18,33.78,46.97,0.006247723373097251,-1.0
2000-08-25,274.25,272.95,274.25,274.25,0.48,50.92,41.80,54.79,0.004751470927573051,0.0
2000-08-28,274.1,274.15,274.1,274.1,-0.05,100.50,112.22,93.6,-0.0005470958465994666,-0.10000000000002274
2000-08-29,273.45,273.85,273.45,273.45,-0.24,50.46,21.56,65.94,-0.002374213515958475,-0.25
2000-08-30,274.25,273.25,274.25,274.25,0.29,58.01,48.70,60.93,0.002921309362557854,-0.19999999999998863
2000-08-31,277.75,274.15,277.75,277.75,1.28,42.07,50.33,32.65,0.012681329364399696,-0.10000000000002274
2000-09-01,276.85,277.9,276.85,276.85,-0.32,45.34,30.13,55.29,-0.0032455852507631026,0.14999999999997726
2000-09-04,277.0,276.95,277.0,277.0,0.05,52.45,40.22,60.39,0.0005416629183622247,0.0999999999999659
2000-09-05,275.55,276.95,275.55,275.55,-0.52,52.97,77.45,29.37,-0.005248405858094113,-0.05000000000001137
2000-09-06,274.45,275.7,274.45,274.45,-0.4,54.75,32.75,72.85,-0.0040000053333462396,0.14999999999997726
2000-09-07,273.8,274.55,273.8,273.8,-0.24,39.91,26.53,44.25,-0.0023711821415496738,0.10000000000002274
2000-09-08,273.05,273.85,273.05,273.05,-0.27,36.84,31.48,35.01,-0.002742984256185771,0.05000000000001137
2000-09-11,273.45,272.95,273.45,273.45,0.15,59.75,52.94,66.24,0.0014638611946189218,-0.10000000000002274
2000-09-12,273.05,273.2,273.05,273.05,-0.15,69.61,37.85,84.19,-0.0014638611946189027,-0.25
2000-09-13,272.8,274.05,272.8,272.8,-0.09,60.90,15.84,88.07,-0.0009160026288556828,1.0
2000-09-14,272.45,272.35,272.45,272.45,-0.13,53.63,10.18,80.7,-0.0012838149401997378,-0.44999999999998863
2000-09-15,272.55,272.75,272.55,272.55,0.04,60.37,36.63,74.21,0.00036697248118256143,0.30000000000001137
2000-09-18,271.8,272.55,271.8,271.8,-0.28,95.46,63.45,116.42,-0.0027555817932465414,0.0
2000-09-19,272.25,272.0,272.25,272.25,0.17,64.21,58.19,63.1,0.001654260096026468,0.19999999999998863
2000-09-20,269.45,272.15,269.45,269.45,-1.03,60.27,50.07,71.0,-0.010337917433564249,-0.10000000000002274
2000-09-21,270.75,269.55,270.75,270.75,0.48,51.00,19.37,72.7,0.0048130415015942484,0.10000000000002274
2000-09-22,272.15,271.05,272.15,272.15,0.52,59.46,39.52,82.41,0.005157498999108858,0.30000000000001137
2000-09-25,274.3,272.05,274.3,274.3,0.79,44.38,25.28,63.26,0.007869013063348605,-0.0999999999999659
2000-09-26,274.35,274.55,274.35,274.35,0.02,55.26,23.19,72.55,0.00018226556142681872,0.25
2000-09-27,278.6,274.45,278.6,278.6,1.55,45.23,31.83,57.52,0.015372397840720843,0.0999999999999659
2000-09-28,275.55,278.5,275.55,275.55,-1.09,21.76,14.46,28.15,-0.011007961016461036,-0.10000000000002274
2000-09-29,274.25,275.25,274.25,274.25,-0.47,32.67,25.06,37.62,-0.004729001173904746,-0.30000000000001137
2000-10-02,273.4,274.25,273.4,273.4,-0.31,39.24,32.60,43.51,-0.0031041748654905108,0.0
2000-10-03,272.25,273.35,272.25,272.25,-0.42,66.31,81.85,42.01,-0.004215162476779208,-0.049999999999954525
2000-10-04,270.75,272.0,270.75,270.75,-0.55,71.06,49.05,86.36,-0.005524875931969804,-0.25
2000-10-05,270.35,270.85,270.35,270.35,-0.15,42.30,42.17,39.57,-0.001478470053086099,0.10000000000002274
2000-10-06,269.65,269.75,269.65,269.65,-0.26,82.25,28.27,117.92,-0.0025925940447780274,-0.6000000000000227
2000-10-09,270.6,269.95,270.6,270.6,0.35,114.97,93.13,167.3,0.003516893953451748,0.30000000000001137
2000-10-10,272.75,270.6,272.75,272.75,0.79,103.62,39.99,138.98,0.007913908976492415,0.0
2000-10-11,271.25,273.1,271.25,271.25,-0.55,82.20,65.56,91.13,-0.005514719858510855,0.35000000000002274
2000-10-12,276.65,270.95,276.65,276.65,1.99,28.65,31.15,25.99,0.01971226448944927,-0.30000000000001137
2000-10-13,272.65,276.35,272.65,272.65,-1.45,195.98,287.63,176.54,-0.014564247972048165,-0.2999999999999545
2000-10-16,272.05,272.45,272.05,272.05,-0.22,110.09,99.77,138.7,-0.0022030484401361224,-0.19999999999998863
2000-10-17,271.25,272.05,271.25,271.25,-0.29,96.69,124.38,83.0,-0.002944968077265102,0.0
2000-10-18,270.65,271.6,270.65,270.65,-0.22,77.66,90.77,71.26,-0.0022144316116824727,0.35000000000002274
2000-10-19,270.85,270.75,270.85,270.85,0.07,72.33,62.49,84.2,0.000738688860921217,0.10000000000002274
2000-10-20,271.5,271.1,271.5,271.5,0.24,57.73,60.29,59.43,0.002396977270082275,0.25
2000-10-23,270.35,271.3,270.35,270.35,-0.42,85.02,121.08,65.64,-0.004244723545976161,-0.19999999999998863
2000-10-24,270.3,270.4,270.3,270.3,-0.02,65.13,68.03,77.37,-0.00018496254561198864,0.049999999999954525
2000-10-25,266.75,270.4,266.75,266.75,-1.31,45.73,40.52,50.7,-0.013220563100539179,0.0999999999999659
2000-10-26,265.35,266.8,265.35,265.35,-0.52,64.76,52.61,79.78,-0.0052621809079586536,0.05000000000001137
2000-10-27,264.55,265.35,264.55,264.55,-0.3,35.33,32.51,31.63,-0.0030194399237632886,0.0
2000-10-30,264.85,264.75,264.85,264.85,0.11,59.75,79.42,38.64,0.0011333586403949043,0.19999999999998863
2000-10-31,265.05,264.6,265.05,265.05,0.08,86.54,101.15,84.37,0.0007548594432793019,-0.25
2000-11-01,264.3,265.1,264.3,264.3,-0.28,50.88,58.73,48.99,-0.0028336658235716063,0.05000000000001137
2000-11-02,264.65,264.65,264.65,264.65,0.13,42.63,55.00,29.19,0.0013233766937528553,0.3499999999999659
2000-11-03,265.2,264.8,265.2,265.2,0.21,75.16,64.23,89.29,0.002076060007710989,0.1500000000000341
2000-11-06,265.0,265.2,265.0,265.0,-0.08,54.36,38.25,63.81,-0.0007544323254852311,0.0
2000-11-07,264.4,265.15,264.4,264.4,-0.23,45.07,51.35,37.48,-0.0022667180086910323,0.14999999999997726
2000-11-08,265.15,264.65,265.15,265.15,0.28,60.38,71.14,50.21,0.0028325956056076953,0.25
2000-11-09,265.75,265.05,265.75,265.75,0.23,44.27,53.94,36.81,0.0022603136389184545,-0.0999999999999659
2000-11-10,264.65,265.95,264.65,264.65,-0.41,33.78,56.98,21.6,-0.004147818918060803,0.19999999999998863
2000-11-13,264.45,264.75,264.45,264.45,-0.08,43.06,52.84,38.56,-0.0007560007920075529,0.10000000000002274
2000-11-14,264.65,264.55,264.65,264.65,0.08,47.85,50.50,42.12,0.000756000792007696,0.10000000000002274
2000-11-15,265.25,264.6,265.25,265.25,0.23,32.48,14.94,45.7,0.0022645791900959317,-0.049999999999954525
2000-11-16,265.85,264.85,265.85,265.85,0.23,23.59,14.11,31.39,0.0022594624562550228,-0.39999999999997726
2000-11-17,265.8,265.85,265.8,265.8,-0.02,29.72,10.77,44.93,-0.00018809367120262402,0.0
2000-11-20,266.35,266.25,266.35,266.35,0.21,59.21,59.03,54.71,0.002067087083863218,0.44999999999998863
2000-11-21,265.85,266.45,265.85,265.85,-0.19,54.06,59.88,49.95,-0.0018789934126606275,0.0999999999999659
2000-11-22,266.65,265.85,266.65,266.65,0.3,69.80,52.19,77.39,0.003004697096263627,0.0
2000-11-23,266.0,267.25,266.0,266.0,-0.24,56.48,73.20,46.97,-0.002440628264912046,0.6000000000000227
2000-11-24,265.95,266.05,265.95,265.95,-0.02,80.65,65.51,99.35,-0.00018798759337252725,0.05000000000001137
2000-11-27,270.05,265.75,270.05,270.05,1.54,37.72,61.53,22.81,0.015298805850573718,-0.19999999999998863
2000-11-28,269.5,270.0,269.5,269.5,-0.2,59.21,49.71,62.19,-0.002038736689848317,-0.05000000000001137
2000-11-29,266.95,269.6,266.95,266.95,-0.95,47.68,55.04,54.26,-0.009507015402856657,0.10000000000002274
2000-11-30,270.35,266.9,270.35,270.35,1.27,46.15,46.01,51.17,0.012656040881818804,-0.05000000000001137
2000-12-01,269.4,270.45,269.4,269.4,-0.35,25.29,28.01,23.36,-0.003520151851750371,0.0999999999999659
2000-12-04,271.15,269.75,271.15,271.15,0.65,44.26,33.94,50.96,0.006474909310806007,0.35000000000002274
2000-12-05,270.35,270.9,270.35,270.35,-0.3,27.78,24.62,25.67,-0.002954757459055659,-0.25
2000-12-06,274.95,270.6,274.95,274.95,1.7,49.65,54.99,45.87,0.016871847125809653,0.25
2000-12-07,273.75,274.75,273.75,273.75,-0.44,26.46,19.19,28.01,-0.004373981823113125,-0.19999999999998863
2000-12-08,272.75,273.75,272.75,272.75,-0.37,49.52,49.37,45.76,-0.0036596564175303986,0.0
2000-12-11,270.55,272.75,270.55,270.55,-0.81,59.51,65.92,49.48,-0.008098700624435937,0.0
2000-12-12,271.35,270.65,271.35,271.35,0.3,37.89,31.48,36.76,0.002952576420669693,0.0999999999999659
2000-12-13,269.2,270.95,269.2,269.2,-0.79,50.15,61.10,50.97,-0.007954902738841169,-0.4000000000000341
2000-12-14,269.75,269.25,269.75,269.75,0.2,42.44,54.75,29.06,0.002041006367671294,0.05000000000001137
2000-12-15,270.9,270.05,270.9,270.9,0.43,58.41,61.00,64.76,0.004254144952805347,0.30000000000001137
2000-12-18,270.25,271.0,270.25,270.25,-0.24,58.31,43.60,72.73,-0.0024022925717316667,0.10000000000002274
2000-12-19,270.25,270.25,270.25,270.25,0.0,46.42,26.45,60.66,0.0,0.0
2000-12-20,273.65,270.5,273.65,273.65,1.26,71.74,49.75,88.19,0.01250246107060947,0.25
2000-12-21,274.25,273.45,274.25,274.25,0.22,75.59,53.83,89.8,0.0021901815654124914,-0.19999999999998863
2000-12-22,273.95,274.25,273.95,273.95,-0.11,38.66,47.43,44.51,-0.0010944911709148992,0.0
2000-12-25,274.05,274.0,274.05,274.05,0.04,34.33,51.33,28.54,0.00036496350770087065,0.05000000000001137
2000-12-26,274.45,273.4,274.45,274.45,0.15,40.47,46.11,28.84,0.0014585235037728257,-0.6500000000000341
2000-12-27,275.55,274.55,275.55,275.55,0.4,60.89,72.85,40.51,0.004000005333346137,0.10000000000002274
2000-12-28,272.55,275.25,272.55,272.55,-1.09,56.21,22.41,74.78,-0.010947016818954462,-0.30000000000001137
2000-12-29,272.4,272.45,272.4,272.4,-0.06,53.20,49.50,58.98,-0.0005505092349327585,-0.10000000000002274
2001-01-02,268.85,272.75,268.85,268.85,-1.3,48.01,43.51,58.07,-0.01311797101967006,0.35000000000002274
2001-01-03,268.65,269.25,268.65,268.65,-0.07,31.82,35.24,23.52,-0.0007441860808568192,0.39999999999997726
2001-01-04,267.55,268.05,267.55,267.55,-0.41,55.39,38.66,59.88,-0.004102952417516695,-0.5999999999999659
2001-01-05,268.1,267.45,268.1,268.1,0.21,66.86,60.59,75.81,0.002053580484599927,-0.10000000000002274
2001-01-08,268.45,268.35,268.45,268.45,0.13,57.61,35.90,77.84,0.0013046316266647274,0.25
2001-01-09,267.85,268.55,267.85,267.85,-0.22,59.38,43.62,67.56,-0.0022375545416090433,0.10000000000002274
2001-01-10,264.8,267.55,264.8,264.8,-1.14,45.01,53.84,54.89,-0.011452298264116229,-0.30000000000001137
2001-01-11,264.15,264.9,264.15,264.15,-0.25,60.47,52.42,61.21,-0.002457700452528489,0.0999999999999659
2001-01-12,264.25,264.3,264.25,264.25,0.04,55.77,27.80,69.56,0.0003785011400222517,0.1500000000000341
2001-01-15,263.65,264.5,263.65,263.65,-0.23,50.43,46.40,51.61,-0.0022731587738683617,0.25
2001-01-16,263.55,263.65,263.55,263.55,-0.04,64.82,61.22,73.76,-0.0003793626752627331,0.0
2001-01-17,263.7,263.75,263.7,263.7,0.06,44.02,49.37,41.18,0.0005689900580250515,0.19999999999998863
2001-01-18,265.05,263.8,265.05,265.05,0.51,44.70,34.66,53.69,0.005106394074574277,0.10000000000002274
2001-01-19,264.85,264.8,264.85,264.85,-0.08,43.59,32.59,49.83,-0.0007548594432794167,-0.25
2001-01-22,266.95,265.55,266.95,266.95,0.79,28.43,21.26,35.47,0.007897746955659415,0.6999999999999886
2001-01-23,266.55,267.5,266.55,266.55,-0.15,62.56,68.60,62.43,-0.0014995316774250845,0.5500000000000114
2001-01-24,264.95,266.55,264.95,264.95,-0.6,52.95,46.93,63.6,-0.006020714329998986,0.0
2001-01-25,264.95,264.95,264.95,264.95,0.0,37.83,14.14,51.12,0.0,0.0
2001-01-26,263.05,265.0,263.05,263.05,-0.72,36.53,28.01,37.38,-0.007197000761954803,0.05000000000001137
2001-01-29,263.15,263.55,263.15,263.15,0.04,36.16,43.26,30.07,0.00038008362297158504,0.5
2001-01-30,265.85,263.15,265.85,265.85,1.03,15.29,18.30,15.26,0.010208028150559724,0.0
2001-01-31,265.85,266.0,265.85,265.85,0.0,47.83,17.88,64.64,0.0,0.14999999999997726
2001-02-01,268.65,266.15,268.65,268.65,1.05,45.34,50.23,41.89,0.010477177224482732,0.2999999999999545
2001-02-02,267.5,268.35,267.5,267.5,-0.43,59.15,47.18,73.78,-0.004289850838769166,-0.2999999999999545
2001-02-05,265.55,267.15,265.55,265.55,-0.73,44.61,37.06,43.28,-0.007316419467653053,-0.35000000000002274
2001-02-06,263.65,265.45,263.65,263.65,-0.72,71.01,56.63,94.47,-0.007180680891929491,-0.10000000000002274
2001-02-07,263.35,263.75,263.35,263.35,-0.11,28.58,6.33,47.54,-0.0011385200470802768,0.10000000000002274
2001-02-08,260.9,263.4,260.9,260.9,-0.93,33.18,45.80,29.71,-0.00934675378671579,0.049999999999954525
2001-02-09,260.65,260.85,260.65,260.65,-0.1,36.68,39.38,42.23,-0.0009586809285678405,-0.049999999999954525
2001-02-12,261.35,261.35,261.35,261.35,0.27,56.63,21.17,82.4,0.002681993944815991,0.7000000000000455
2001-02-13,260.95,261.45,260.95,260.95,-0.15,48.01,51.05,58.55,-0.0015316870695087261,0.0999999999999659
2001-02-14,259.9,260.65,259.9,259.9,-0.4,39.40,36.26,40.32,-0.0040318764419777255,-0.30000000000001137
2001-02-15,256.05,259.75,256.05,256.05,-1.48,55.21,35.03,66.78,-0.014924203738885146,-0.14999999999997726
2001-02-16,258.95,255.95,258.95,258.95,1.13,34.33,22.81,38.06,0.011262254961341004,-0.10000000000002274
2001-02-19,259.65,258.75,259.65,259.65,0.27,153.40,148.79,172.37,0.002699577420427388,-0.19999999999998863
2001-02-20,256.25,259.65,256.25,256.25,-1.31,93.17,82.56,109.03,-0.013181039837709954,0.0
2001-02-21,258.55,256.45,258.55,258.55,0.9,80.58,45.91,95.73,0.008935568389612559,0.19999999999998863
2001-02-22,259.05,258.75,259.05,259.05,0.19,60.87,55.63,71.71,0.0019319944185669255,0.19999999999998863
2001-02-23,261.5,258.7,261.5,261.5,0.95,69.07,44.07,82.7,0.00941319024418033,-0.35000000000002274
2001-02-26,266.85,261.75,266.85,266.85,2.05,33.39,44.38,30.85,0.02025241927497642,0.25
2001-02-27,268.25,267.0,268.25,268.25,0.52,52.83,12.39,77.52,0.005232678730853919,0.14999999999997726
2001-02-28,267.25,268.05,267.25,267.25,-0.37,70.06,55.88,74.57,-0.0037348316056531965,-0.19999999999998863
2001-03-01,265.65,267.15,265.65,265.65,-0.6,43.49,38.54,48.22,-0.00600489700820244,-0.10000000000002274
2001-03-02,262.75,265.05,262.75,262.75,-1.09,85.82,74.15,85.63,-0.010976643139891695,-0.5999999999999659
2001-03-05,263.15,262.65,263.15,263.15,0.15,61.99,61.80,57.99,0.0015212020427273242,-0.10000000000002274
2001-03-06,260.75,263.1,260.75,260.75,-0.91,52.43,43.05,56.42,-0.009162117918905999,-0.049999999999954525
2001-03-07,262.35,260.65,262.35,262.35,0.61,62.61,51.07,66.26,0.006117396251838989,-0.10000000000002274
2001-03-08,266.45,262.45,266.45,266.45,1.56,49.37,24.61,61.58,0.015507118610070328,0.0999999999999659
2001-03-09,272.38,267.38,272.38,272.38,2.23,48.48,21.48,71.66,0.02201154139802014,0.9300000000000068
2001-03-12,272.55,272.2,272.55,272.55,0.06,57.61,57.43,53.89,0.0006239333694786697,-0.18000000000000682
2001-03-13,267.75,272.65,267.75,267.75,-1.76,82.98,72.80,88.32,-0.017768374182431726,0.0999999999999659
2001-03-14,263.05,268.65,263.05,263.05,-1.76,67.11,60.82,76.09,-0.01770958115104185,0.8999999999999773
2001-03-15,260.65,263.85,260.65,260.65,-0.91,55.61,53.03,60.32,-0.009165616962701413,0.8000000000000114
2001-03-16,258.75,260.85,258.75,258.75,-0.73,90.24,98.66,101.66,-0.00731616663453596,0.20000000000004547
2001-03-19,260.65,258.8,260.65,260.65,0.73,59.47,34.87,75.63,0.0073161666345359635,0.05000000000001137
2001-03-20,261.65,260.85,261.65,261.65,0.38,51.05,39.58,61.32,0.0038292216041019944,0.20000000000004547
2001-03-21,263.05,262.05,263.05,263.05,0.54,66.87,41.02,94.1,0.005336395358599511,0.4000000000000341
2001-03-22,261.95,263.15,261.95,261.95,-0.42,63.47,68.14,73.07,-0.004190482322587544,0.0999999999999659
2001-03-23,262.35,262.25,262.35,262.35,0.15,62.29,45.16,84.75,0.0015258442784921939,0.30000000000001137
2001-03-26,262.65,262.15,262.65,262.65,0.11,86.32,78.88,83.74,0.0011428572672495796,-0.20000000000004547
2001-03-27,261.45,262.45,261.45,261.45,-0.46,79.71,69.93,90.14,-0.004579286765830909,-0.19999999999998863
2001-03-28,260.05,260.9,260.05,260.05,-0.54,55.45,40.73,67.95,-0.005369140415058097,-0.5500000000000114
2001-03-29,259.05,260.2,259.05,259.05,-0.38,62.45,69.73,54.01,-0.003852826958284146,0.14999999999997726
2001-03-30,257.95,259.15,257.95,257.95,-0.42,70.14,91.43,67.29,-0.0042553255701384945,0.0999999999999659
2001-04-02,255.55,257.75,255.55,255.55,-0.93,42.06,41.93,40.81,-0.009347682476370283,-0.19999999999998863
2001-04-03,257.05,255.7,257.05,257.05,0.59,56.20,65.92,54.98,0.005852533287225051,0.14999999999997726
2001-04-04,258.75,257.35,258.75,258.75,0.66,56.50,53.36,59.34,0.006591726078065202,0.30000000000001137
2001-04-05,258.55,259.0,258.55,258.55,-0.08,54.34,24.63,69.84,-0.0007732457373483306,0.25
2001-04-06,259.9,258.5,259.9,259.9,0.52,50.75,56.21,46.89,0.005207842805214013,-0.05000000000001137
2001-04-09,258.5,260.05,258.5,258.5,-0.54,31.65,28.05,35.09,-0.005401247698960661,0.1500000000000341
2001-04-10,257.55,258.05,257.55,257.55,-0.37,45.87,45.73,54.49,-0.003681817936889552,-0.44999999999998863
2001-04-11,258.75,257.75,258.75,258.75,0.47,33.13,36.03,40.07,0.004648468567984475,0.19999999999998863
2001-04-12,260.15,258.85,260.15,260.15,0.54,45.03,44.90,41.61,0.005396043156733589,0.10000000000002274
2001-04-13,260.15,260.0,260.15,260.15,0.0,38.32,41.67,34.76,0.0,-0.14999999999997726
2001-04-16,263.4,260.0,263.4,263.4,1.25,81.27,108.02,57.92,0.012415401572868169,-0.14999999999997726
2001-04-17,261.0,262.85,261.0,261.0,-0.91,72.24,75.44,74.37,-0.009153381986487135,-0.5499999999999545
2001-04-18,261.25,261.0,261.25,261.25,0.1,61.34,58.24,72.87,0.000957395956327247,0.0
2001-04-19,265.5,261.15,265.5,265.5,1.63,33.72,25.86,38.83,0.016137037402972693,-0.10000000000002274
2001-04-20,264.65,265.25,264.65,264.65,-0.32,47.03,23.44,58.66,-0.0032066423779970863,-0.25
2001-04-23,263.5,264.25,263.5,263.5,-0.43,48.71,41.63,57.87,-0.004354830322579404,-0.39999999999997726
2001-04-24,264.3,263.4,264.3,264.3,0.3,45.29,25.80,64.56,0.003031453628826624,-0.10000000000002274
2001-04-25,262.35,264.25,262.35,262.35,-0.74,81.61,42.18,110.58,-0.007405331477522706,-0.05000000000001137
2001-04-26,264.15,262.6,264.15,264.15,0.69,56.41,71.57,38.38,0.006837633477603969,0.25
2001-04-27,264.05,264.25,264.05,264.05,-0.04,60.68,43.99,64.22,-0.0003786444573825237,0.10000000000002274
2001-04-30,264.05,263.9,264.05,264.05,0.0,38.64,63.04,29.21,0.0,-0.1500000000000341
2001-05-01,264.35,263.85,264.35,264.35,0.11,43.06,52.84,49.58,0.0011355035285171976,-0.19999999999998863
2001-05-02,265.35,264.4,265.35,265.35,0.38,84.64,46.55,116.49,0.0037757265924446763,0.049999999999954525
2001-05-03,266.15,265.25,266.15,266.15,0.3,68.38,50.49,80.02,0.0030103503448623567,-0.10000000000002274
2001-05-04,266.15,266.0,266.15,266.15,0.0,86.78,71.60,94.55,0.0,-0.14999999999997726
2001-05-07,266.1,266.05,266.1,266.1,-0.02,70.01,51.43,79.66,-0.00018788163512274055,-0.0999999999999659
2001-05-08,264.95,266.0,264.95,264.95,-0.43,85.38,102.14,68.15,-0.0043310490448725475,-0.10000000000002274
2001-05-09,269.9,265.05,269.9,269.9,1.87,90.08,110.08,77.32,0.018510391085187917,0.10000000000002274
2001-05-10,269.0,269.75,269.0,269.0,-0.33,42.89,65.39,16.78,-0.0033401404221198245,-0.14999999999997726
2001-05-11,268.05,269.05,268.05,268.05,-0.35,58.65,55.69,55.74,-0.003537849328292318,0.05000000000001137
2001-05-14,268.5,268.05,268.5,268.5,0.17,49.76,42.52,47.29,0.0016773836753726074,0.0
2001-05-15,268.4,268.45,268.4,268.4,-0.04,37.54,31.18,36.41,-0.00037250885139270565,-0.05000000000001137
2001-05-16,272.2,268.5,272.2,272.2,1.42,52.26,34.73,57.94,0.014058685119838975,0.10000000000002274
2001-05-17,273.55,272.05,273.55,273.55,0.5,71.00,63.46,81.43,0.004947330292469362,-0.14999999999997726
2001-05-18,286.35,273.6,286.35,286.35,4.68,64.62,67.22,70.09,0.0457304183300315,0.05000000000001137
2001-05-21,285.65,286.5,285.65,285.65,-0.24,52.19,61.21,35.74,-0.0024475536693949087,0.14999999999997726
2001-05-22,285.25,285.5,285.25,285.25,-0.14,59.10,74.42,36.21,-0.0014012964282864593,-0.14999999999997726
2001-05-23,283.75,285.5,283.75,283.75,-0.53,48.36,36.16,55.29,-0.005272419946572623,0.25
2001-05-24,279.25,283.6,279.25,279.25,-1.59,50.72,63.87,31.07,-0.015986130846302286,-0.14999999999997726
2001-05-25,277.9,279.25,277.9,277.9,-0.48,49.35,40.52,53.11,-0.004846101200852092,0.0
2001-05-28,277.9,277.75,277.9,277.9,0.0,83.34,66.46,83.15,0.0,-0.14999999999997726
2001-05-29,273.9,277.8,273.9,273.9,-1.44,74.44,59.37,80.47,-0.014498260479425581,-0.0999999999999659
2001-05-30,266.1,273.9,266.1,266.1,-2.85,60.61,42.30,80.64,-0.028890898285388853,0.0
2001-05-31,266.05,266.5,266.05,266.05,-0.02,57.75,52.34,61.11,-0.0001879169412652099,0.39999999999997726
2001-06-01,267.0,265.9,267.0,267.0,0.36,72.94,48.48,96.03,0.003564397357871201,-0.1500000000000341
2001-06-04,265.55,266.95,265.55,265.55,-0.54,80.70,87.77,73.21,-0.00544551153184128,-0.05000000000001137
2001-06-05,266.35,265.85,266.35,266.35,0.3,83.13,76.50,90.4,0.003008086494600024,0.30000000000001137
2001-06-06,266.25,266.35,266.25,266.25,-0.04,58.79,46.88,68.43,-0.000375516339373362,0.0
